iter	Passed	Remaining
1670	16777	3303
1671	16785	3292
1672	16794	3282
1673	16803	3272
1674	16811	3262
1675	16823	3252
1676	16831	3241
1677	16842	3231
1678	16851	3221
1679	16861	3211
1680	16869	3201
1681	16878	3190
1682	16887	3180
1683	16896	3170
1684	16906	3160
1685	16914	3150
1686	16922	3139
1687	16931	3129
1688	16939	3119
1689	16949	3109
1690	16960	3099
1691	16970	3089
1692	16978	3078
1693	16987	3068
1694	16996	3058
1695	17004	3048
1696	17013	3037
1697	17022	3027
1698	17034	3017
1699	17051	3009
1700	17084	3003
1701	17102	2994
1702	17114	2984
1703	17126	2974
1704	17136	2964
1705	17148	2955
1706	17160	2945
1707	17170	2935
1708	17181	2925
1709	17192	2915
1710	17202	2905
1711	17213	2895
1712	17240	2888
1713	17256	2879
1714	17268	2869
1715	17279	2859
1716	17289	2849
1717	17298	2839
1718	17310	2829
1719	17320	2819
1720	17329	2809
1721	17347	2800
1722	17358	2790
1723	17367	2780
1724	17375	2770
1725	17384	2759
1726	17393	2749
1727	17401	2739
1728	17409	2728
1729	17419	2718
1730	17429	2708
1731	17439	2698
1732	17448	2688
1733	17459	2678
1734	17469	2668
1735	17477	2657
1736	17485	2647
1737	17493	2637
1738	17502	2626
1739	17511	2616
1740	17520	2606
1741	17528	2596
1742	17537	2585
1743	17547	2575
1744	17556	2565
1745	17565	2555
1746	17575	2545
1747	17584	2535
1748	17594	2524
1749	17603	2514
1750	17613	2504
1751	17622	2494
1752	17632	2484
1753	17642	2474
1754	17651	2464
1755	17661	2454
1756	17671	2443
1757	17680	2433
1758	17691	2423
1759	17697	2413
1760	17707	2403
1761	17717	2393
1762	17727	2383
1763	17736	2372
1764	17746	2362
1765	17757	2352
1766	17767	2342
1767	17775	2332
1768	17786	2322
1769	17795	2312
1770	17804	2302
1771	17814	2292
1772	17825	2282
1773	17834	2272
1774	17843	2261
1775	17852	2251
1776	17864	2241
1777	17875	2231
1778	17885	2221
1779	17895	2211
1780	17919	2203
1781	17929	2193
1782	17938	2183
1783	17947	2173
1784	17958	2163
1785	17968	2153
1786	17978	2142
1787	17986	2132
1788	17997	2122
1789	18006	2112
1790	18016	2102
1791	18025	2092
1792	18034	2082
1793	18044	2072
1794	18054	2061
1795	18064	2051
1796	18073	2041
1797	18084	2031
1798	18093	2021
1799	18103	2011
1800	18114	2001
1801	18124	1991
1802	18133	1981
1803	18142	1971
1804	18153	1961
1805	18162	1951
1806	18173	1941
1807	18183	1931
1808	18194	1921
1809	18205	1911
1810	18216	1901
1811	18225	1890
1812	18236	1880
1813	18246	1870
1814	18256	1860
1815	18265	1850
1816	18275	1840
1817	18288	1830
1818	18298	1820
1819	18309	1810
1820	18319	1800
1821	18336	1791
1822	18353	1781
1823	18367	1772
1824	18379	1762
1825	18389	1752
1826	18398	1742
1827	18407	1731
1828	18416	1721
1829	18424	1711
1830	18433	1701
1831	18443	1691
1832	18453	1681
1833	18464	1671
1834	18473	1661
1835	18481	1650
1836	18489	1640
1837	18497	1630
1838	18507	1620
1839	18515	1610
1840	18523	1599
1841	18535	1589
1842	18546	1579
1843	18556	1569
1844	18566	1559
1845	18603	1551
1846	18614	1541
1847	18624	1531
1848	18633	1521
1849	18643	1511
1850	18658	1501
1851	18669	1491
1852	18680	1481
1853	18690	1471
1854	18698	1461
1855	18709	1451
1856	18719	1441
1857	18729	1431
1858	18739	1421
1859	18749	1411
1860	18758	1401
1861	18768	1390
1862	18779	1380
1863	18787	1370
1864	18796	1360
1865	18804	1350
1866	18813	1340
1867	18822	1330
1868	18832	1319
1869	18841	1309
1870	18850	1299
1871	18860	1289
1872	18869	1279
1873	18878	1269
1874	18888	1259
1875	18898	1249
1876	18909	1239
1877	18919	1229
1878	18929	1218
1879	18939	1208
1880	18949	1198
1881	18960	1188
1882	18985	1179
1883	18993	1169
1884	19004	1159
1885	19011	1149
1886	19021	1139
1887	19030	1128
1888	19038	1118
1889	19048	1108
1890	19057	1098
1891	19066	1088
1892	19077	1078
1893	19086	1068
1894	19096	1058
1895	19105	1047
1896	19114	1037
1897	19123	1027
1898	19136	1017
1899	19145	1007
1900	19155	997
1901	19164	987
1902	19174	977
1903	19185	967
1904	19193	957
1905	19201	946
1906	19211	936
1907	19220	926
1908	19229	916
1909	19238	906
1910	19247	896
1911	19255	886
1912	19281	876
1913	19289	866
1914	19298	856
1915	19308	846
1916	19317	836
1917	19325	826
1918	19335	816
1919	19344	806
1920	19354	795
1921	19364	785
1922	19374	775
1923	19385	765
1924	19395	755
1925	19404	745
1926	19413	735
1927	19423	725
1928	19432	715
1929	19441	705
1930	19451	695
1931	19460	684
1932	19470	674
1933	19478	664
1934	19486	654
1935	19495	644
1936	19504	634
1937	19515	624
1938	19526	614
1939	19537	604
1940	19547	594
1941	19559	584
1942	19569	574
1943	19580	564
1944	19592	554
1945	19607	544
1946	19619	534
1947	19632	524
1948	19643	514
1949	19651	503
1950	19660	493
1951	19670	483
1952	19679	473
1953	19690	463
1954	19700	453
1955	19713	443
1956	19725	433
1957	19735	423
1958	19780	413
1959	19792	403
1960	19804	393
1961	19815	383
1962	19825	373
1963	19833	363
1964	19844	353
1965	19857	343
1966	19870	333
1967	19885	323
1968	19896	313
1969	19908	303
1970	19919	293
1971	19930	282
1972	19942	272
1973	19952	262
1974	19962	252
1975	19970	242
1976	19980	232
1977	19989	222
1978	20000	212
1979	20011	202
1980	20022	192
1981	20031	181
1982	20041	171
1983	20052	161
1984	20060	151
1985	20072	141
1986	20083	131
1987	20093	121
1988	20102	111
1989	20111	101
1990	20117	90
1991	20128	80
1992	20138	70
1993	20148	60
1994	20159	50
1995	20169	40
1996	20178	30
1997	20189	20
1998	20198	10
1999	20208	0
