iter	RMSE
262	1.950130606
263	1.949071849
264	1.948047356
265	1.946766052
266	1.94428442
267	1.942991612
268	1.94185277
269	1.940151701
270	1.939065125
271	1.937995189
272	1.936309178
273	1.935154745
274	1.933657579
275	1.932082758
276	1.93023461
277	1.928467812
278	1.926983352
279	1.925726897
280	1.924664354
281	1.922795236
282	1.921522958
283	1.920438862
284	1.919411994
285	1.918129615
286	1.916496421
287	1.915879177
288	1.914775848
289	1.91349415
290	1.911998705
291	1.910270129
292	1.909332502
293	1.907978307
294	1.906459634
295	1.905410798
296	1.903438049
297	1.902364543
298	1.901192693
299	1.899485451
300	1.898450444
301	1.897265869
302	1.896415968
303	1.895684482
304	1.894603036
305	1.893048245
306	1.891681939
307	1.890921431
308	1.889966666
309	1.888940246
310	1.888193428
311	1.88724389
312	1.885269998
313	1.883761177
314	1.88292832
315	1.881087876
316	1.879963353
317	1.878980412
318	1.877611957
319	1.876620027
320	1.874995858
321	1.874351204
322	1.872468712
323	1.871436833
324	1.870681541
325	1.868902274
326	1.868206653
327	1.866741062
328	1.865593023
329	1.86438551
330	1.863704517
331	1.8622887
332	1.860656898
333	1.859783997
334	1.858836526
335	1.85667525
336	1.855688272
337	1.8548728
338	1.854402738
339	1.853462128
340	1.851699302
341	1.850356954
342	1.848983222
343	1.847801161
344	1.846566772
345	1.845782088
346	1.844297675
347	1.843371806
348	1.842205241
349	1.841325698
350	1.840038366
351	1.838504871
352	1.837721486
353	1.835926729
354	1.834897723
355	1.833250217
356	1.832433823
357	1.831178972
358	1.829580343
359	1.828364816
360	1.826851159
361	1.826297371
362	1.825401065
363	1.824202575
364	1.823617504
365	1.821598282
366	1.820824615
367	1.820266281
368	1.819128462
369	1.818270763
370	1.817582598
371	1.815891319
372	1.81445912
373	1.813527718
374	1.812873431
375	1.812086482
376	1.811424477
377	1.810227464
378	1.809354757
379	1.807771667
380	1.806354879
381	1.804986235
382	1.803993469
383	1.803159942
384	1.802482439
385	1.801097711
386	1.799908595
387	1.799037465
388	1.79804858
389	1.797011832
390	1.796404519
391	1.795644225
392	1.795005162
393	1.794555588
394	1.793854592
395	1.79300014
396	1.791868562
397	1.790986126
398	1.790542226
399	1.790065235
400	1.789252486
401	1.78828941
402	1.787108016
403	1.786102957
404	1.785756555
405	1.784372054
406	1.783548776
407	1.783045929
408	1.782065508
409	1.78129245
410	1.77946674
411	1.778990544
412	1.778281955
413	1.776941692
414	1.776118043
415	1.774965112
416	1.773886309
417	1.77318821
418	1.772774657
419	1.771963208
420	1.770959452
421	1.770231309
422	1.768829132
423	1.768198437
424	1.767436633
425	1.766771346
426	1.76583059
427	1.765110859
428	1.764470844
429	1.764022726
430	1.763207543
431	1.762562978
432	1.762195164
433	1.761123282
434	1.759406208
435	1.758875304
436	1.7581978
437	1.757526237
438	1.756901896
439	1.755722459
440	1.754488633
441	1.753746777
442	1.752604029
443	1.751697879
444	1.750857436
445	1.750482335
446	1.749668449
447	1.748724086
448	1.747641714
449	1.746510671
450	1.745937733
451	1.745251547
452	1.744421367
453	1.743329335
454	1.742555476
455	1.74197008
456	1.74152825
457	1.740582201
458	1.739804502
459	1.73895058
460	1.738059714
461	1.737150429
462	1.736142916
463	1.735108036
464	1.734662859
465	1.734216763
466	1.733809184
467	1.732805713
468	1.731708303
469	1.731072868
470	1.730348724
471	1.730012337
472	1.728888894
473	1.728372095
474	1.727529192
475	1.727007152
476	1.725956897
477	1.724724687
478	1.723804534
479	1.723324393
480	1.722669773
481	1.721834502
482	1.721055816
483	1.720123008
484	1.719086276
485	1.717483474
486	1.716710131
487	1.716303329
488	1.715514694
489	1.714969389
490	1.713802413
491	1.713200056
492	1.712277257
493	1.710993449
494	1.71000919
495	1.709551289
496	1.708879876
497	1.708419294
498	1.707901317
499	1.707262615
500	1.706431179
501	1.705723533
502	1.705164492
503	1.704611075
504	1.704087655
505	1.703227374
506	1.702471083
507	1.702026434
508	1.701377816
509	1.700089578
510	1.699161095
511	1.69863582
512	1.697576366
513	1.696894282
514	1.696325189
515	1.69571426
516	1.694693215
517	1.693849033
518	1.693166502
519	1.692727432
520	1.692157895
521	1.691557956
522	1.691017823
523	1.690403684
524	1.690021308
525	1.689612366
526	1.688462346
527	1.687414535
528	1.686349852
529	1.685022599
530	1.683959613
531	1.683192264
532	1.682385386
533	1.681852221
534	1.681220799
535	1.680005046
536	1.678920395
537	1.678449799
538	1.677016035
539	1.676189191
540	1.675850189
541	1.674866489
542	1.673816871
543	1.672568495
544	1.671746784
545	1.671295759
546	1.670706144
547	1.669900608
548	1.669320857
549	1.668567028
550	1.667941894
551	1.667450518
552	1.666295106
553	1.665907756
554	1.665259835
555	1.664533654
556	1.664061775
557	1.663325926
558	1.662278586
559	1.661469335
560	1.66081937
561	1.659848349
562	1.659621105
563	1.659221674
564	1.658233016
565	1.657605919
566	1.657137412
567	1.656747105
568	1.656295477
569	1.655223887
570	1.654521654
571	1.653557765
572	1.652699214
573	1.652252327
574	1.651695596
575	1.651354672
576	1.650770527
577	1.650443404
578	1.650233766
579	1.649431954
580	1.648672245
581	1.647959562
582	1.647225667
583	1.646835786
584	1.646329563
585	1.645553408
586	1.644140812
587	1.643667647
588	1.641837546
589	1.641097863
590	1.640908306
591	1.640569623
592	1.639592382
593	1.638916865
594	1.638376706
595	1.637277964
596	1.635924906
597	1.635042757
598	1.634811983
599	1.634348126
600	1.633760127
601	1.633226101
602	1.632942816
603	1.632229056
604	1.631851314
605	1.63131313
606	1.630746659
607	1.630248821
608	1.629789826
609	1.629210079
610	1.62795424
611	1.627529587
612	1.626827169
613	1.62662046
614	1.626165423
615	1.625130263
616	1.624343793
617	1.623406136
618	1.622680877
619	1.62213945
620	1.621150091
621	1.620480712
622	1.619714997
623	1.61928699
624	1.618284379
625	1.617975277
626	1.617070358
627	1.616049821
628	1.615528482
629	1.614726388
630	1.614056697
631	1.613101003
632	1.612605128
633	1.611790008
634	1.610908663
635	1.610261828
636	1.609404261
637	1.608706492
638	1.608192532
639	1.607733965
640	1.607230998
641	1.606574342
642	1.606140086
643	1.605589103
644	1.604684946
645	1.6041528
646	1.603872174
647	1.602771918
648	1.602327266
649	1.601341874
650	1.600430305
651	1.599943184
652	1.599095774
653	1.598549968
654	1.59759405
655	1.597171406
656	1.596256132
657	1.595693276
658	1.594868032
659	1.594165197
660	1.593486134
661	1.592863074
662	1.592181071
663	1.591671183
664	1.590989776
665	1.590332617
666	1.589363005
667	1.589027106
668	1.588163805
669	1.586917201
670	1.586366037
671	1.585557043
672	1.584716089
673	1.583808609
674	1.583014206
675	1.582286399
676	1.581222679
677	1.58033313
678	1.579604173
679	1.578821957
680	1.577915513
681	1.576741459
682	1.575579539
683	1.57432438
684	1.573470284
685	1.573184905
686	1.5729211
687	1.572483841
688	1.571357756
689	1.570863594
690	1.5705438
691	1.570005941
692	1.569142906
693	1.568687285
694	1.567813034
695	1.567322252
696	1.566396272
697	1.565330678
698	1.564290711
699	1.564093537
700	1.563183471
701	1.561892453
702	1.561496672
703	1.561120726
704	1.560740092
705	1.559579156
706	1.559329986
707	1.558283761
708	1.55796179
709	1.557364818
710	1.55666423
711	1.556043138
712	1.555924013
713	1.555395948
714	1.554250836
715	1.553503172
716	1.553085874
717	1.551932097
718	1.551629915
719	1.55094827
720	1.550591695
721	1.550049327
722	1.548858614
723	1.548288276
724	1.547531302
725	1.547022573
726	1.545931441
727	1.544943954
728	1.543958152
729	1.543549815
730	1.543205339
731	1.542039653
732	1.541484444
733	1.54073149
734	1.540012242
735	1.53946499
736	1.539042985
737	1.538448125
738	1.537910046
739	1.537272314
740	1.536418572
741	1.53546098
742	1.53478681
743	1.534483454
744	1.534116688
745	1.533352194
746	1.532957064
747	1.532649753
748	1.531757056
749	1.531087513
750	1.530324767
751	1.529789449
752	1.529348857
753	1.528530653
754	1.52794601
755	1.527110339
756	1.526772142
757	1.525638205
758	1.524530572
759	1.523713143
760	1.52314855
761	1.522774634
762	1.52211637
763	1.521786026
764	1.52086631
765	1.520522952
766	1.519994184
767	1.518882809
768	1.5181698
769	1.517133504
770	1.516088439
771	1.515845273
772	1.515143076
773	1.514239548
774	1.514091444
775	1.513509049
776	1.512449975
777	1.511753519
778	1.511063683
779	1.510570704
780	1.509880397
781	1.509176829
782	1.508744163
783	1.508174437
784	1.507706381
785	1.506916781
786	1.506529001
787	1.506106962
788	1.505574172
789	1.504585209
790	1.504165883
791	1.503753037
792	1.502950989
793	1.501710205
794	1.501358501
795	1.500751066
796	1.499900327
797	1.499677486
798	1.49895562
799	1.4985481
800	1.498170264
801	1.497605302
802	1.496646874
803	1.496016054
804	1.495435644
805	1.494511692
806	1.494139406
807	1.493310055
808	1.492572471
809	1.491902109
810	1.491277344
811	1.490858814
812	1.489778705
813	1.489055582
814	1.488791494
815	1.488048698
816	1.487158676
817	1.486107707
818	1.4856322
819	1.48488006
820	1.484421484
821	1.48391467
822	1.482773937
823	1.481807725
824	1.480971641
825	1.480160445
826	1.479393232
827	1.478658992
828	1.477776954
829	1.477247621
830	1.47621136
831	1.474943017
832	1.474450306
833	1.47436029
834	1.474027688
835	1.47365426
836	1.472441229
837	1.472195389
838	1.471385034
839	1.470893234
840	1.469537137
841	1.468746392
842	1.467977072
843	1.467179454
844	1.466521716
845	1.466059151
846	1.465589984
847	1.465186167
848	1.464657967
849	1.463961457
850	1.463446785
851	1.462734792
852	1.461694359
853	1.460695616
854	1.460383647
855	1.460191241
856	1.459895072
857	1.459190718
858	1.458347127
859	1.457480199
860	1.457175915
861	1.456074228
862	1.455745314
863	1.455460661
864	1.454468038
865	1.45383429
866	1.453000976
867	1.452268849
868	1.451960678
869	1.451362066
870	1.45083025
871	1.450026511
872	1.449391592
873	1.448751428
874	1.448591894
875	1.448277136
876	1.448122609
877	1.447077885
878	1.446456545
879	1.445813517
880	1.445190879
881	1.444824198
882	1.444473353
883	1.444017702
884	1.443363184
885	1.442127766
886	1.441614871
887	1.440953982
888	1.44053746
889	1.440198957
890	1.439806838
891	1.439202508
892	1.439015757
893	1.437970179
894	1.437605897
895	1.436716716
896	1.435896019
897	1.43486838
898	1.43404317
899	1.433439247
900	1.432919314
901	1.432456311
902	1.43219656
903	1.43124573
904	1.431002687
905	1.430654993
906	1.430425088
907	1.430164321
908	1.430058523
909	1.429708254
910	1.428871748
911	1.428034632
912	1.427424469
913	1.426393421
914	1.425490665
915	1.424980733
916	1.424617124
917	1.424402249
918	1.424160166
919	1.423770118
920	1.422710203
921	1.422118744
922	1.421694383
923	1.421203308
924	1.42094958
925	1.420593288
926	1.419886522
927	1.419535878
928	1.418516859
929	1.418238456
930	1.417603926
931	1.417345344
932	1.416481583
933	1.415845841
934	1.415416042
935	1.414530139
936	1.414241794
937	1.413519939
938	1.413224384
939	1.412896797
940	1.412206757
941	1.411528295
942	1.410820909
943	1.410335802
944	1.409991151
945	1.409801464
946	1.409211285
947	1.408321266
948	1.408039174
949	1.407526123
950	1.407177606
951	1.406295447
952	1.406165037
953	1.405961008
954	1.405395327
955	1.404337393
956	1.403566437
957	1.402920186
958	1.402667816
959	1.402292605
960	1.400908451
961	1.400436027
962	1.399991869
963	1.398913742
964	1.398671942
965	1.398087584
966	1.397602606
967	1.397416833
968	1.397312522
969	1.396478884
970	1.39571698
971	1.394877234
972	1.394265335
973	1.393816861
974	1.392916885
975	1.392415729
976	1.391985332
977	1.391650629
978	1.391517367
979	1.391380698
980	1.390553449
981	1.390073782
982	1.389852041
983	1.389513769
984	1.388758724
985	1.388549226
986	1.387789365
987	1.386960072
988	1.386352745
989	1.386208262
990	1.385328513
991	1.384271587
992	1.384109775
993	1.383845399
994	1.383692431
995	1.383142959
996	1.382777399
997	1.38219342
998	1.381648265
999	1.380904319
1000	1.379969306
1001	1.378878412
1002	1.378098974
1003	1.377457959
1004	1.376747137
1005	1.376026286
1006	1.375397049
1007	1.374988284
1008	1.374569058
1009	1.37414888
1010	1.373144292
1011	1.372478461
1012	1.372352705
1013	1.371473276
1014	1.371119835
1015	1.370528292
1016	1.369745344
1017	1.368826797
1018	1.368040586
1019	1.3674478
1020	1.366971747
1021	1.366524668
1022	1.365993813
1023	1.365031641
1024	1.36381576
1025	1.362764227
1026	1.362240024
1027	1.362110126
1028	1.361153777
1029	1.360317428
1030	1.359807776
1031	1.359462523
1032	1.359023254
1033	1.358147394
1034	1.357436508
1035	1.357232407
1036	1.35675766
1037	1.356520017
1038	1.356407223
1039	1.356117104
1040	1.355687133
1041	1.354346726
1042	1.354088293
1043	1.35338859
1044	1.353313315
1045	1.353062753
1046	1.352563417
1047	1.351783622
1048	1.351339605
1049	1.350703082
1050	1.349982988
1051	1.349489666
1052	1.348670327
1053	1.347956195
1054	1.347170577
1055	1.347051203
1056	1.346158786
1057	1.345486034
1058	1.34470547
1059	1.344107887
1060	1.343959218
1061	1.343788561
1062	1.343219928
1063	1.342622546
1064	1.342008419
1065	1.341757913
1066	1.341423957
1067	1.340709321
1068	1.340039032
1069	1.339375399
1070	1.338547379
1071	1.337792991
1072	1.33737202
1073	1.336806847
1074	1.336699715
1075	1.336392104
1076	1.335844948
1077	1.335103324
1078	1.334749593
1079	1.334191195
1080	1.333636764
1081	1.33350876
1082	1.333334237
1083	1.332654611
1084	1.332086264
1085	1.331200911
1086	1.330427066
1087	1.329880056
1088	1.328975244
1089	1.32851301
1090	1.328177348
1091	1.327739947
1092	1.327061393
1093	1.326627866
1094	1.3260355
1095	1.325403311
1096	1.324697989
1097	1.323923445
1098	1.323105156
1099	1.322175834
1100	1.321711887
1101	1.321574867
1102	1.320860079
1103	1.320255929
1104	1.319643573
1105	1.319503068
1106	1.318903053
1107	1.3186538
1108	1.31795501
1109	1.317810544
1110	1.317386282
1111	1.316723924
1112	1.316235236
1113	1.315598009
1114	1.314910894
1115	1.314456873
1116	1.313918171
1117	1.31322321
1118	1.312489686
1119	1.311471691
1120	1.310931955
1121	1.310019334
1122	1.309377665
1123	1.309282244
1124	1.308315547
1125	1.308214515
1126	1.307241402
1127	1.306419499
1128	1.305878224
1129	1.305115219
1130	1.304572785
1131	1.30441453
1132	1.303834175
1133	1.303292658
1134	1.302612869
1135	1.302139937
1136	1.302007873
1137	1.301624973
1138	1.301202696
1139	1.30051032
1140	1.299644926
1141	1.299143169
1142	1.298538423
1143	1.298064603
1144	1.29751893
1145	1.297325677
1146	1.297113824
1147	1.296808311
1148	1.296073753
1149	1.295894836
1150	1.295445132
1151	1.294867309
1152	1.29442168
1153	1.293939839
1154	1.293331625
1155	1.292296271
1156	1.292081086
1157	1.29156463
1158	1.290925449
1159	1.290406602
1160	1.28996408
1161	1.289184326
1162	1.288743929
1163	1.288435801
1164	1.287990828
1165	1.287273365
1166	1.286629132
1167	1.286005307
1168	1.285626118
1169	1.284690848
1170	1.284542387
1171	1.283895454
1172	1.283538163
1173	1.282826763
1174	1.282360268
1175	1.281653695
1176	1.281008857
1177	1.280365643
1178	1.280114008
1179	1.279060876
1180	1.278189944
1181	1.277982976
1182	1.277317042
1183	1.276855665
1184	1.276244698
1185	1.275839199
1186	1.275474592
1187	1.274877035
1188	1.274512321
1189	1.273881462
1190	1.273344742
1191	1.272816156
1192	1.272687026
1193	1.272151498
1194	1.27169249
1195	1.271376631
1196	1.270989463
1197	1.270838629
1198	1.270316465
1199	1.270097478
1200	1.269675363
1201	1.269225927
1202	1.268842484
1203	1.268501067
1204	1.267497618
1205	1.26721604
1206	1.266732072
1207	1.266200734
1208	1.265826932
1209	1.265260398
1210	1.265078264
1211	1.264675222
1212	1.264054409
1213	1.263395442
1214	1.262975627
1215	1.262704983
1216	1.261881769
1217	1.261705966
1218	1.261284301
1219	1.260559908
1220	1.260219493
1221	1.259416207
1222	1.258901374
1223	1.258769796
1224	1.258141324
1225	1.257667215
1226	1.257206042
1227	1.257074655
1228	1.256399664
1229	1.25604945
1230	1.25540499
1231	1.255099095
1232	1.254656438
1233	1.254150632
1234	1.253620695
1235	1.253393506
1236	1.252845719
1237	1.252337091
1238	1.251791595
1239	1.251405221
1240	1.25076907
1241	1.249893194
1242	1.249810671
1243	1.249682638
1244	1.248719479
1245	1.248204925
1246	1.24793502
1247	1.247324793
1248	1.247029008
1249	1.246532515
1250	1.246241273
1251	1.245690653
1252	1.245487975
1253	1.245018446
1254	1.244446624
1255	1.244165529
1256	1.243808402
1257	1.243383366
1258	1.242400783
1259	1.241901028
1260	1.24150158
1261	1.241186211
1262	1.241077895
1263	1.240787045
1264	1.240467783
1265	1.240241224
1266	1.239905936
1267	1.23974509
1268	1.239129551
1269	1.238470563
1270	1.237932473
1271	1.237496248
1272	1.237293667
1273	1.237004823
1274	1.236507757
1275	1.236176184
1276	1.235714973
1277	1.23493329
1278	1.234725111
1279	1.234589756
1280	1.234176443
1281	1.233873633
1282	1.232933279
1283	1.232341555
1284	1.231757378
1285	1.231412788
1286	1.231258393
1287	1.230785344
1288	1.23006996
1289	1.229985458
1290	1.22915134
1291	1.228847374
1292	1.228189254
1293	1.227891246
1294	1.227231788
1295	1.22674115
1296	1.226466719
1297	1.225991468
1298	1.225692269
1299	1.224971893
1300	1.224601215
1301	1.224058023
1302	1.22335882
1303	1.222898769
1304	1.222392344
1305	1.222104567
1306	1.221710343
1307	1.221477752
1308	1.221001489
1309	1.220457735
1310	1.219706238
1311	1.219180921
1312	1.219007249
1313	1.218688825
1314	1.218118549
1315	1.217748939
1316	1.217227061
1317	1.216251308
1318	1.215698073
1319	1.215483176
1320	1.215272788
1321	1.214892222
1322	1.214192428
1323	1.214096334
1324	1.213580077
1325	1.213256554
1326	1.212891195
1327	1.212543986
1328	1.212158643
1329	1.211586123
1330	1.21136176
1331	1.21071832
1332	1.210259766
1333	1.2095247
1334	1.209169617
1335	1.208850516
1336	1.208657111
1337	1.20811198
1338	1.207609019
1339	1.207454734
1340	1.206986172
1341	1.206480387
1342	1.206276098
1343	1.206095172
1344	1.205759829
1345	1.204979844
1346	1.204831713
1347	1.204620026
1348	1.204455739
1349	1.20415396
1350	1.203718195
1351	1.203609472
1352	1.203372714
1353	1.203245756
1354	1.202757364
1355	1.202623727
1356	1.202222322
1357	1.201625167
1358	1.201179965
1359	1.201037801
1360	1.200509071
1361	1.199943643
1362	1.199722958
1363	1.199498457
1364	1.199028755
1365	1.198489023
1366	1.198068413
1367	1.197340873
1368	1.196573376
1369	1.196372729
1370	1.196116398
1371	1.195997838
1372	1.195549648
1373	1.1950035
1374	1.194676171
1375	1.19455662
1376	1.194090514
1377	1.193409457
1378	1.19321446
1379	1.192988558
1380	1.192520041
1381	1.19242403
1382	1.192007744
1383	1.191674193
1384	1.191605855
1385	1.190830618
1386	1.190448468
1387	1.190392585
1388	1.190247551
1389	1.189977955
1390	1.18987343
1391	1.189466514
1392	1.188695129
1393	1.188532352
1394	1.18816647
1395	1.187794246
1396	1.187295145
1397	1.186933878
1398	1.186449913
1399	1.186039103
1400	1.185434979
1401	1.184795981
1402	1.184377741
1403	1.183798059
1404	1.18352484
1405	1.182890007
1406	1.182178643
1407	1.181815926
1408	1.181245682
1409	1.180864012
1410	1.180804541
1411	1.180429407
1412	1.180056271
1413	1.179556038
1414	1.179206883
1415	1.178721681
1416	1.177913657
1417	1.177635033
1418	1.177144911
1419	1.176712677
1420	1.176319395
1421	1.176014899
1422	1.175787415
1423	1.175546801
1424	1.175363019
1425	1.175072336
1426	1.174546218
1427	1.174227638
1428	1.17410674
1429	1.173944136
1430	1.173850436
1431	1.173127896
1432	1.172789612
1433	1.172461956
1434	1.171728286
1435	1.171204593
1436	1.170722722
1437	1.170186148
1438	1.170132866
1439	1.169385135
1440	1.168735043
1441	1.168126197
1442	1.167318718
1443	1.167247537
1444	1.166985455
1445	1.166640795
1446	1.166291347
1447	1.165880159
1448	1.165551171
1449	1.164898766
1450	1.164499334
1451	1.164351291
1452	1.16389487
1453	1.163334689
1454	1.162836545
1455	1.162386592
1456	1.16191105
1457	1.161772905
1458	1.161244493
1459	1.160921518
1460	1.160402072
1461	1.160323142
1462	1.159811022
1463	1.159301458
1464	1.158338551
1465	1.157907642
1466	1.157219261
1467	1.156638633
1468	1.156062406
1469	1.155409645
1470	1.154972916
1471	1.154493729
1472	1.153497761
1473	1.152847612
1474	1.152417265
1475	1.151819766
1476	1.151173872
1477	1.151078806
1478	1.150559686
1479	1.14990048
1480	1.149665856
1481	1.149124715
1482	1.14869151
1483	1.148585977
1484	1.148299444
1485	1.147819919
1486	1.147688916
1487	1.147500091
1488	1.146748352
1489	1.1466484
1490	1.146597258
1491	1.146265246
1492	1.145990366
1493	1.145637559
1494	1.145297495
1495	1.145043635
1496	1.144676374
1497	1.144193251
1498	1.143415686
1499	1.142979538
1500	1.142520858
1501	1.142093796
1502	1.141866287
1503	1.141125505
1504	1.140920815
1505	1.140465455
1506	1.140000857
1507	1.13960204
1508	1.139201348
1509	1.139050154
1510	1.138894544
1511	1.138334562
1512	1.137994068
1513	1.137582002
1514	1.137259492
1515	1.13692133
1516	1.136416585
1517	1.136137462
1518	1.135450085
1519	1.134949447
1520	1.134424525
1521	1.134083864
1522	1.133677663
1523	1.133616832
1524	1.133154888
1525	1.132883926
1526	1.131996779
1527	1.131904996
1528	1.131476856
1529	1.131345631
1530	1.130923927
1531	1.130550908
1532	1.130105192
1533	1.129853954
1534	1.129357094
1535	1.128729424
1536	1.128181512
1537	1.127797341
1538	1.127555667
1539	1.127271121
1540	1.127067309
1541	1.126661931
1542	1.125853528
1543	1.125805768
1544	1.125628798
1545	1.125140158
1546	1.125070957
1547	1.124384967
1548	1.124083461
1549	1.123688393
1550	1.123630459
1551	1.123267078
1552	1.122787914
1553	1.122286173
1554	1.121782689
1555	1.121562128
1556	1.121081278
1557	1.120671589
1558	1.120131871
1559	1.119886207
1560	1.119599193
1561	1.119107501
1562	1.118951252
1563	1.118387966
1564	1.117938394
1565	1.117288882
1566	1.116913972
1567	1.116389709
1568	1.116340661
1569	1.116225455
1570	1.115761528
1571	1.115607974
1572	1.11507548
1573	1.114428595
1574	1.114173068
1575	1.113720665
1576	1.113544487
1577	1.113252026
1578	1.113174327
1579	1.112783689
1580	1.112378252
1581	1.112177067
1582	1.111948526
1583	1.11137533
1584	1.110972783
1585	1.110874801
1586	1.110447466
1587	1.110041107
1588	1.109780547
1589	1.109484979
1590	1.109030055
1591	1.108759173
1592	1.10803379
1593	1.107762531
1594	1.107562398
1595	1.107197068
1596	1.106751797
1597	1.106587867
1598	1.106174049
1599	1.105798022
1600	1.105727358
1601	1.105198171
1602	1.104402161
1603	1.104357645
1604	1.103944735
1605	1.103585564
1606	1.103503653
1607	1.103067992
1608	1.102286588
1609	1.101912179
1610	1.10155357
1611	1.101044605
1612	1.100621487
1613	1.100291583
1614	1.09997449
1615	1.099565914
1616	1.099509671
1617	1.099257552
1618	1.099017651
1619	1.09851767
1620	1.098182323
1621	1.097611916
1622	1.096974372
1623	1.096794246
1624	1.096414625
1625	1.096312142
1626	1.095896127
1627	1.095709252
1628	1.095407032
1629	1.095148412
1630	1.094588071
1631	1.094534823
1632	1.093956568
1633	1.093650739
1634	1.093248929
1635	1.093000106
1636	1.092606286
1637	1.092496761
1638	1.092273908
1639	1.091942674
1640	1.091759026
1641	1.091623687
1642	1.091268407
1643	1.090654297
1644	1.090096724
1645	1.08993182
1646	1.089512548
1647	1.089418288
1648	1.089311351
1649	1.088807407
1650	1.088587041
1651	1.087939922
1652	1.087425024
1653	1.087102128
1654	1.086735813
1655	1.086451363
1656	1.085946404
1657	1.085253525
1658	1.084711759
1659	1.084656364
1660	1.084197637
1661	1.084071793
1662	1.083769955
1663	1.083725348
