iter	RMSE
1664	1.083070841
1665	1.082744794
1666	1.082420568
1667	1.082032736
1668	1.081987689
1669	1.081683358
1670	1.081168962
1671	1.080952304
1672	1.080565097
1673	1.080449269
1674	1.080172096
1675	1.079633132
1676	1.07922148
1677	1.078693289
1678	1.077977553
1679	1.077304823
1680	1.077095163
1681	1.076607558
1682	1.075929146
1683	1.07562324
1684	1.075402365
1685	1.074996977
1686	1.074073776
1687	1.073655031
1688	1.07360578
1689	1.073145193
1690	1.07271871
1691	1.072112417
1692	1.071457618
1693	1.071225864
1694	1.070552288
1695	1.070046871
1696	1.069649095
1697	1.069216398
1698	1.068918377
1699	1.06856184
1700	1.06826148
1701	1.068210125
1702	1.068163897
1703	1.067728755
1704	1.067399847
1705	1.067140863
1706	1.067090198
1707	1.066785055
1708	1.066732743
1709	1.066617453
1710	1.066491023
1711	1.06631178
1712	1.065868194
1713	1.065499746
1714	1.065382746
1715	1.065188206
1716	1.064762252
1717	1.06400916
1718	1.063483148
1719	1.062993065
1720	1.0626001
1721	1.062345338
1722	1.061889319
1723	1.061419498
1724	1.061141244
1725	1.061102437
1726	1.060770416
1727	1.06046397
1728	1.059875121
1729	1.059498129
1730	1.059165262
1731	1.058729233
1732	1.058016472
1733	1.057526888
1734	1.057216343
1735	1.056898386
1736	1.056393413
1737	1.056329568
1738	1.056221427
1739	1.055884385
1740	1.055485457
1741	1.05524741
1742	1.054913202
1743	1.05437391
1744	1.053924473
1745	1.0536852
1746	1.053617951
1747	1.053373915
1748	1.052804148
1749	1.05258926
1750	1.051893216
1751	1.051321302
1752	1.050916723
1753	1.050875574
1754	1.050606144
1755	1.050100316
1756	1.049950911
1757	1.049840252
1758	1.049718071
1759	1.049362916
1760	1.049184873
1761	1.048580521
1762	1.048512715
1763	1.047695458
1764	1.04734366
1765	1.046973306
1766	1.046651406
1767	1.046399554
1768	1.046356522
1769	1.046298315
1770	1.04588501
1771	1.045248555
1772	1.044825424
1773	1.044327578
1774	1.043833254
1775	1.043427166
1776	1.042985272
1777	1.042536971
1778	1.042265098
1779	1.041553191
1780	1.041460455
1781	1.040933673
1782	1.040648239
1783	1.040521655
1784	1.040261673
1785	1.040153604
1786	1.040107621
1787	1.040020285
1788	1.039781198
1789	1.039360276
1790	1.038767788
1791	1.038367918
1792	1.038119057
1793	1.037850345
1794	1.037339249
1795	1.036995557
1796	1.036689027
1797	1.036136353
1798	1.035878475
1799	1.035746253
1800	1.035020812
1801	1.034548123
1802	1.034268966
1803	1.034100556
1804	1.033935158
1805	1.033595837
1806	1.033400012
1807	1.03335805
1808	1.032945672
1809	1.032410192
1810	1.032071484
1811	1.031819746
1812	1.03142922
1813	1.030884361
1814	1.030402956
1815	1.030081097
1816	1.029675409
1817	1.029081136
1818	1.028734828
1819	1.028383067
1820	1.027947709
1821	1.027539606
1822	1.027181309
1823	1.027024257
1824	1.02637985
1825	1.025885545
1826	1.025714137
1827	1.025603619
1828	1.025057056
1829	1.024940675
1830	1.024887213
1831	1.024617889
1832	1.02427427
1833	1.023627924
1834	1.023173073
1835	1.022578182
1836	1.022313191
1837	1.022265374
1838	1.021529313
1839	1.021047397
1840	1.0207032
1841	1.020203285
1842	1.020099289
1843	1.019242281
1844	1.019198465
1845	1.018787729
1846	1.01850945
1847	1.018471262
1848	1.017813426
1849	1.017408616
1850	1.016998884
1851	1.016772664
1852	1.016319515
1853	1.015646774
1854	1.015356859
1855	1.015194507
1856	1.014822389
1857	1.014336998
1858	1.01364105
1859	1.013270788
1860	1.012919544
1861	1.012468696
1862	1.011711319
1863	1.011564243
1864	1.011119307
1865	1.010302646
1866	1.01001104
1867	1.009475374
1868	1.009213829
1869	1.008828335
1870	1.00851481
1871	1.007804742
1872	1.007680866
1873	1.007189831
1874	1.006891874
1875	1.006699856
1876	1.006389685
1877	1.005898283
1878	1.005140771
1879	1.005008239
1880	1.004541561
1881	1.004119245
1882	1.003755988
1883	1.003453967
1884	1.00307558
1885	1.002718845
1886	1.002356901
1887	1.001874598
1888	1.001420258
1889	1.000667185
1890	1.000418751
1891	0.9996151099
1892	0.9991489289
1893	0.9987799046
1894	0.9986636298
1895	0.9983406001
1896	0.9979006934
1897	0.9970058062
1898	0.9967806005
1899	0.9961247688
1900	0.9960469562
1901	0.995735374
1902	0.9953239178
1903	0.9949330611
1904	0.9948388623
1905	0.9943434063
1906	0.9936724802
1907	0.9936302723
1908	0.9934433894
1909	0.9929687574
1910	0.9923579338
1911	0.9914880215
1912	0.9912633294
1913	0.9909587885
1914	0.990694289
1915	0.9906608318
1916	0.9903378791
1917	0.9901536166
1918	0.9899207814
1919	0.9897229069
1920	0.9894279
1921	0.9889757701
1922	0.9887989589
1923	0.9885203402
1924	0.9883604271
1925	0.9879157067
1926	0.9877018547
1927	0.9873160034
1928	0.9867243854
1929	0.9864340918
1930	0.9860885514
1931	0.9856184458
1932	0.9851617964
1933	0.9849846059
1934	0.9843248124
1935	0.9838380635
1936	0.9835466996
1937	0.9832117292
1938	0.9828792406
1939	0.9825335962
1940	0.9821909737
1941	0.9814979968
1942	0.9813086323
1943	0.9810246246
1944	0.9803999975
1945	0.9797692989
1946	0.9794663529
1947	0.9788651101
1948	0.9788256415
1949	0.9785309016
1950	0.9779758631
1951	0.9776089408
1952	0.9771611378
1953	0.9770735541
1954	0.9766515897
1955	0.9764953214
1956	0.9760650426
1957	0.9757971743
1958	0.9755442983
1959	0.9750972853
1960	0.9746531441
1961	0.9743656878
1962	0.9737730146
1963	0.9736489601
1964	0.9733331671
1965	0.9732438776
1966	0.9727776472
1967	0.9723086579
1968	0.9718774094
1969	0.9718156695
1970	0.9713567886
1971	0.9712629155
1972	0.9708975465
1973	0.9707035278
1974	0.9703772622
1975	0.9701139404
1976	0.970074686
1977	0.9696912068
1978	0.9696509495
1979	0.9692319101
1980	0.9687313822
1981	0.968689653
1982	0.9686381046
1983	0.9683866854
1984	0.9683395861
1985	0.967818052
1986	0.9674201133
1987	0.9671404005
1988	0.9670967693
1989	0.9666340194
1990	0.966219536
1991	0.9657963037
1992	0.9653636868
1993	0.9649083738
1994	0.9646578863
1995	0.9643470895
1996	0.9640292358
1997	0.9634763591
1998	0.9630627904
1999	0.9627188091
